Model,Dataset,Ranker,Oracle,QueryID,NDCG@10,Comparisons,AvgPromptTokens
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,183378,1.0,1740,52.94942528735632
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,19335,0.58184,906,90.8962472406181
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,207786,0.79793,812,122.2807881773399
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,264014,0.85032,1536,61.8515625
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,359349,0.94941,686,155.3148688046647
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,405717,0.47537,632,151.1360759493671
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,443396,0.07336,976,88.95081967213115
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,451602,0.34179,1032,81.27325581395348
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,47923,0.49564,786,113.50127226463104
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,489204,0.13041,858,115.80885780885781
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,490595,0.65646,710,134.80845070422535
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,527433,0.47444,762,122.36745406824147
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,573724,0.69316,604,121.78807947019868
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,833860,0.78688,840,113.82380952380953
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,855410,0.97926,992,107.97782258064517
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,87181,0.92664,716,123.14245810055866
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,87452,0.39219,646,134.44582043343652
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,915593,0.7015,708,118.64971751412429
qwen3-4b-instruct,dl-2019,mohajer (ir),bidirectional,962179,0.75178,748,102.3048128342246
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1037798,0.78445,467,114.54603854389721
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,104861,1.0,726,85.15426997245179
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1063750,0.21004,928,55.17456896551724
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1103812,0.57489,451,136.67627494456764
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1106007,0.54744,525,119.66285714285715
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1110199,0.47387,517,108.97098646034816
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1112341,0.63209,592,94.44594594594595
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1113437,0.25768,532,105.2218045112782
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1114646,0.50814,452,120.18805309734513
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1114819,0.89165,1012,52.17588932806324
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1115776,0.46672,445,121.0314606741573
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1117099,1.0,667,79.15892053973013
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1121402,1.0,433,125.35796766743648
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1121709,0.37722,535,120.38317757009345
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1124210,0.70999,713,85.93688639551192
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1129237,0.57176,461,119.14533622559652
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,1133167,0.53348,1029,55.27502429543246
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,130510,0.95857,395,130.10886075949367
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,131843,1.0,449,119.13808463251671
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,146187,0.71833,422,121.35781990521328
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,148538,0.33292,469,139.76119402985074
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,156493,1.0,677,82.9645494830133
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,168216,0.92664,1207,43.300745650372825
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,182539,0.62739,340,152.89411764705883
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,183378,1.0,1001,58.33466533466533
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,19335,0.82468,519,91.1888246628131
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,207786,0.80888,444,125.03828828828829
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,264014,0.85032,889,68.79977502812149
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,359349,0.94941,411,153.20194647201947
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,405717,0.55466,380,153.79736842105262
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,443396,0.08514,553,92.10307414104882
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,451602,0.30841,580,84.81206896551724
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,47923,0.47463,446,115.76008968609865
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,489204,0.07574,517,121.01934235976789
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,490595,0.65646,429,140.46386946386946
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,527433,0.53193,480,115.54791666666667
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,573724,0.7058,399,121.7593984962406
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,833860,0.49056,478,111.7029288702929
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,855410,0.90822,556,107.75359712230215
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,87181,1.0,411,128.10462287104622
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,87452,0.45546,419,135.40095465393796
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,915593,0.74733,460,117.70217391304348
qwen3-4b-instruct,dl-2019,mohajer (ir),sampling,962179,0.75178,437,107.53546910755149
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1037798,0.72393,846,115.37115839243499
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,104861,1.0,1202,91.92845257903494
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1063750,0.28955,1714,62.31855309218203
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1103812,0.62643,872,142.85091743119267
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1106007,0.54744,898,116.15367483296214
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1110199,0.4491,942,109.52016985138005
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1112341,0.67909,1080,100.80555555555556
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1113437,0.25768,928,104.59698275862068
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1114646,0.55576,790,130.04303797468356
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1114819,0.81959,1834,53.05452562704471
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1115776,0.80339,814,116.55036855036855
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1117099,1.0,1218,82.33497536945812
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1121402,0.96819,748,128.29144385026737
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1121709,0.36653,968,123.33264462809917
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1124210,0.73332,1192,84.98657718120805
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1129237,0.46125,798,130.00751879699249
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,1133167,0.53348,1628,56.703931203931205
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,130510,0.93098,748,129.44385026737967
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,131843,0.95583,840,118.58571428571429
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,146187,0.69013,740,129.65945945945947
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,148538,0.32821,752,140.35106382978722
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,156493,1.0,1180,83.31016949152543
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,168216,0.92664,2128,47.409774436090224
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,182539,0.56725,656,155.5487804878049
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,183378,1.0,1750,54.052571428571426
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,19335,0.72147,940,95.05531914893616
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,207786,0.79793,852,128.66666666666666
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,264014,0.85032,1566,65.71647509578544
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,359349,0.94941,706,157.6487252124646
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,405717,0.47537,668,155.29640718562874
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,443396,0.07336,994,90.93158953722335
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,451602,0.34179,1064,84.9906015037594
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,47923,0.49564,812,116.86699507389163
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,489204,0.13041,882,119.64172335600907
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,490595,0.65646,734,138.46866485013624
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,527433,0.47444,788,125.64213197969544
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,573724,0.69316,630,127.39365079365079
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,833860,0.78688,868,118.4331797235023
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,855410,0.98413,1030,113.673786407767
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,87181,0.92664,738,126.59891598915989
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,87452,0.39219,682,140.13782991202345
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,915593,0.7015,746,125.42091152815013
qwen3-4b-instruct,dl-2019,mohajer + bubble,bidirectional,962179,0.75178,780,106.61282051282052
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1037798,0.7881,604,142.47682119205297
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,104861,1.0,870,119.57586206896552
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1063750,0.24452,1070,84.37663551401869
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1103812,0.60066,596,166.03020134228188
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1106007,0.54744,590,134.42203389830507
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1110199,0.47387,571,119.87740805604203
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1112341,0.63121,730,125.35205479452055
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1113437,0.25768,674,136.27448071216617
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1114646,0.50814,536,137.34701492537314
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1114819,0.89389,1142,72.784588441331
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1115776,0.78164,590,154.75254237288135
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1117099,1.0,788,104.83375634517766
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1121402,1.0,508,138.50393700787401
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1121709,0.37722,680,154.9191176470588
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1124210,0.73332,804,103.85696517412936
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1129237,0.66777,606,152.86963696369637
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,1133167,0.53348,1066,62.08255159474672
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,130510,0.95857,465,141.4258064516129
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,131843,1.0,531,135.29943502824858
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,146187,0.72397,524,142.6908396946565
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,148538,0.35232,572,168.44755244755245
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,156493,1.0,822,108.64233576642336
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,168216,0.92664,1257,51.31185361972951
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,182539,0.62175,482,178.67634854771785
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,183378,1.0,1055,67.6388625592417
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,19335,0.81942,645,116.30542635658915
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,207786,0.81375,589,157.82682512733447
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,264014,0.85032,941,79.36131774707758
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,359349,0.94941,556,184.13489208633092
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,405717,0.56153,441,165.89795918367346
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,443396,0.0784,678,114.46312684365782
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,451602,0.30841,709,105.38081805359661
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,47923,0.47058,583,138.95540308747857
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,489204,0.09382,651,151.6820276497696
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,490595,0.65646,483,153.4120082815735
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,527433,0.53193,622,146.95498392282957
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,573724,0.72182,544,149.7941176470588
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,833860,0.62317,623,144.6548956661316
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,855410,0.90822,701,145.49928673323822
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,87181,1.0,554,153.31949458483754
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,87452,0.4658,563,165.05861456483126
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,915593,0.74733,596,148.19630872483222
qwen3-4b-instruct,dl-2019,mohajer + bubble,sampling,962179,0.75178,534,127.47752808988764
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1037798,0.42099,336,228.7797619047619
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,104861,0.93638,304,285.44736842105266
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1063750,0.17828,314,290.5668789808917
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1103812,0.73422,318,270.2012578616352
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1106007,0.45715,324,235.20987654320987
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1110199,0.42534,314,223.2611464968153
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1112341,0.53219,330,243.98181818181817
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1113437,0.3234,314,284.6624203821656
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1114646,0.50651,308,250.7792207792208
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1114819,0.83339,322,217.8136645962733
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1115776,0.58813,314,175.0955414012739
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1117099,0.84592,312,233.51923076923077
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1121402,0.96687,314,192.22292993630575
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1121709,0.14982,304,256.3421052631579
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1124210,0.73332,302,286.28476821192055
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1129237,0.75803,314,243.4968152866242
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,1133167,0.63507,306,224.7450980392157
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,130510,0.84369,316,191.72784810126583
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,131843,0.93638,300,211.16
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,146187,0.9273,326,223.46012269938652
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,148538,0.57164,306,263.3921568627451
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,156493,1.0,306,234.68627450980392
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,168216,1.0,316,292.43037974683546
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,182539,0.73275,314,234.22292993630575
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,183378,0.61835,314,250.5796178343949
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,19335,0.72088,306,215.5359477124183
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,207786,0.50898,322,249.47826086956522
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,264014,0.71037,316,272.246835443038
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,359349,0.93356,306,265.70588235294116
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,405717,0.47157,298,240.2751677852349
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,443396,0.19519,320,217.0
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,451602,0.29424,314,225.57324840764332
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,47923,0.4054,310,253.85806451612902
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,489204,0.2979,316,234.4240506329114
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,490595,0.6771,324,259.2345679012346
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,527433,0.60305,306,286.9673202614379
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,573724,0.57941,314,243.20382165605096
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,833860,0.71551,314,258.09554140127386
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,855410,1.0,304,240.9078947368421
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,87181,0.83054,308,248.41558441558442
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,87452,0.61646,322,226.2173913043478
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,915593,0.43232,326,244.60122699386503
qwen3-4b-instruct,dl-2019,pac + bubble,bidirectional,962179,0.35895,310,250.90967741935484
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1037798,0.30573,190,225.31578947368422
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,104861,0.93375,187,284.11764705882354
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1063750,0.0,190,297.2842105263158
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1103812,0.66259,189,272.16931216931215
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1106007,0.45715,175,235.85714285714286
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1110199,0.42534,186,217.46774193548387
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1112341,0.62776,190,249.3736842105263
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1113437,0.3234,186,285.4731182795699
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1114646,0.71758,184,246.94565217391303
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1114819,0.83339,179,219.33519553072625
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1115776,0.80806,189,174.44973544973544
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1117099,0.84592,190,231.26315789473685
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1121402,0.93019,190,195.7736842105263
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1121709,0.14982,184,260.4728260869565
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1124210,0.73332,154,286.7792207792208
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1129237,0.66342,185,242.36756756756756
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,1133167,0.63507,165,225.87272727272727
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,130510,0.84369,187,191.35828877005346
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,131843,0.9113,187,211.71657754010695
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,146187,0.9273,180,222.88888888888889
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,148538,0.64462,177,270.728813559322
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,156493,1.0,179,234.75418994413408
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,168216,1.0,190,294.7684210526316
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,182539,0.73005,169,234.57396449704143
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,183378,0.61835,183,255.27868852459017
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,19335,0.83758,186,218.80107526881721
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,207786,0.51235,182,248.24725274725276
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,264014,0.7365,189,274.1005291005291
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,359349,0.93356,175,262.8514285714286
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,405717,0.47157,166,239.5120481927711
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,443396,0.19519,190,211.96315789473684
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,451602,0.16624,190,227.51052631578946
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,47923,0.52243,189,252.6137566137566
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,489204,0.23219,190,236.27894736842106
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,490595,0.6771,184,264.45108695652175
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,527433,0.57788,189,291.1375661375661
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,573724,0.57941,178,242.67977528089887
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,833860,0.66529,190,252.0157894736842
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,855410,1.0,190,244.09473684210528
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,87181,0.83185,188,249.86702127659575
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,87452,0.58876,190,226.75263157894736
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,915593,0.47649,186,247.3494623655914
qwen3-4b-instruct,dl-2019,pac + bubble,sampling,962179,0.35895,186,254.38172043010752
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1037798,0.36587,290,231.19310344827585
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,104861,0.9216,290,284.9310344827586
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1063750,0.05367,290,290.82068965517243
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1103812,0.71357,290,271.42758620689654
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1106007,0.33848,290,234.6689655172414
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1110199,0.43773,290,226.69655172413792
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1112341,0.47384,290,243.13103448275862
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1113437,0.20039,290,288.7931034482759
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1114646,0.50835,290,248.10344827586206
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1114819,0.78033,290,212.91034482758621
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1115776,0.44456,290,172.73793103448276
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1117099,0.82827,290,235.26206896551724
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1121402,0.96687,290,189.7655172413793
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1121709,0.09453,290,253.35172413793103
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1124210,0.73332,290,288.1034482758621
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1129237,0.71944,290,239.11724137931034
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,1133167,0.62038,290,221.99310344827586
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,130510,0.7475,290,191.3793103448276
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,131843,0.93375,290,211.62758620689655
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,146187,0.85342,290,222.24137931034483
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,148538,0.56978,290,263.9310344827586
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,156493,0.95043,290,233.91724137931035
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,168216,1.0,290,291.73793103448276
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,182539,0.76894,290,233.51724137931035
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,183378,0.56265,290,249.24137931034483
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,19335,0.72848,290,213.73103448275862
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,207786,0.4731,290,250.62758620689655
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,264014,0.66982,290,273.7103448275862
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,359349,0.92508,290,266.88275862068963
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,405717,0.44174,290,240.13793103448276
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,443396,0.15851,290,216.8
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,451602,0.25195,290,227.42068965517242
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,47923,0.41682,290,257.151724137931
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,489204,0.313,290,230.42068965517242
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,490595,0.60229,290,254.4
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,527433,0.58886,290,286.92413793103447
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,573724,0.57822,290,245.24137931034483
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,833860,0.66433,290,255.39310344827587
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,855410,0.96655,290,241.75862068965517
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,87181,0.79714,290,248.05517241379312
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,87452,0.57044,290,225.13103448275862
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,915593,0.3821,290,243.94482758620688
qwen3-4b-instruct,dl-2019,pac top-k (optimized),bidirectional,962179,0.15457,290,247.8
qwen3-4b-instruct,dl-2019,pac top-k (optimized),sampling,1037798,0.30573,145,231.19310344827585
qwen3-4b-instruct,dl-2019,pac top-k (optimized),sampling,104861,0.91486,145,284.9310344827586
qwen3-4b-instruct,dl-2019,pac top-k (optimized),sampling,1063750,0.0,145,290.82068965517243
qwen3-4b-instruct,dl-2019,pac top-k (optimized),sampling,1103812,0.68284,145,271.42758620689654
